away_team_abbr,home_team_abbr,date,start_time,day_night,venue,field_type,away_team_errors,home_team_errors,away_team_hits,home_team_hits,away_team_runs,home_team_runs,game_id
ARI,CIN,20220302,01:05,N,Goodyear Ballpark,outdoor,0,0,0,0,0,0,ARICIN20220302N
DET,PHI,20220301,18:05,D,BayCare Ballpark,outdoor,0,0,0,0,0,0,DETPHI20220301D
HOU,ATL,20220301,18:05,D,CoolToday Park,outdoor,0,0,0,0,0,0,HOUATL20220301D
SEA,MIL,20220301,20:10,D,American Family Fields of Phoenix,outdoor,0,0,0,0,0,0,SEAMIL20220301D
BAL,MIN,20220301,18:05,D,CenturyLink Sports Complex,outdoor,0,0,0,0,0,0,BALMIN20220301D
LAD,OAK,20220301,20:05,D,Hohokam Stadium,outdoor,0,0,0,0,0,0,LADOAK20220301D
STL,WSH,20220301,18:05,D,FITTEAM Ballpark of the Palm Beaches,outdoor,0,0,0,0,0,0,STLWSH20220301D
DET,TOR,20220301,18:07,D,TD Ballpark,outdoor,0,0,0,0,0,0,DETTOR20220301D
KC,CWS,20220301,20:05,D,Camelback Ranch,outdoor,0,0,0,0,0,0,KCCWS20220301D
LAA,SD,20220301,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,LAASD20220301D
SF,CHC,20220301,20:05,D,Sloan Park,outdoor,0,0,0,0,0,0,SFCHC20220301D
TB,NYY,20220301,18:05,D,George M. Steinbrenner Field,outdoor,0,0,0,0,0,0,TBNYY20220301D
NYM,MIA,20220301,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,NYMMIA20220301D
CHC,TEX,20220301,20:05,D,Surprise Stadium,outdoor,0,0,0,0,0,0,CHCTEX20220301D
CLE,COL,20220301,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,CLECOL20220301D
STL,MIA,20220302,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,STLMIA20220302D
SD,KC,20220302,20:05,D,Surprise Stadium,outdoor,0,0,0,0,0,0,SDKC20220302D
COL,LAD,20220302,20:05,D,Camelback Ranch,outdoor,0,0,0,0,0,0,COLLAD20220302D
MIL,CLE,20220302,20:05,D,Goodyear Ballpark,outdoor,0,0,0,0,0,0,MILCLE20220302D
HOU,BOS,20220302,18:05,D,JetBlue Park,outdoor,0,0,0,0,0,0,HOUBOS20220302D
BOS,BAL,20220302,18:05,D,Ed Smith Stadium,outdoor,0,0,0,0,0,0,BOSBAL20220302D
TEX,ARI,20220302,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,TEXARI20220302D
CIN,OAK,20220302,20:05,D,Hohokam Stadium,outdoor,0,0,0,0,0,0,CINOAK20220302D
SF,SEA,20220302,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,SFSEA20220302D
LAA,CHC,20220302,20:05,D,Sloan Park,outdoor,0,0,0,0,0,0,LAACHC20220302D
PIT,DET,20220302,18:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,0,0,0,0,0,PITDET20220302D
ATL,TB,20220302,18:05,D,Charlotte Sports Park,outdoor,0,0,0,0,0,0,ATLTB20220302D
NYM,WSH,20220302,23:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,0,0,0,0,0,0,NYMWSH20220302N
CWS,SF,20220302,20:05,D,Scottsdale Stadium,outdoor,0,0,0,0,0,0,CWSSF20220302D
TOR,MIN,20220302,18:05,D,CenturyLink Sports Complex,outdoor,0,0,0,0,0,0,TORMIN20220302D
NYY,PHI,20220302,18:05,D,BayCare Ballpark,outdoor,0,0,0,0,0,0,NYYPHI20220302D
CHC,SD,20220303,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,CHCSD20220303D
SEA,COL,20220303,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,SEACOL20220303D
SF,LAA,20220303,20:10,D,Tempe Diablo Stadium,outdoor,0,0,0,0,0,0,SFLAA20220303D
DET,STL,20220303,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,DETSTL20220303D
LAD,MIL,20220303,20:10,D,American Family Fields of Phoenix,outdoor,0,0,0,0,0,0,LADMIL20220303D
NYY,TOR,20220303,18:07,D,TD Ballpark,outdoor,0,0,0,0,0,0,NYYTOR20220303D
PHI,BAL,20220303,18:05,D,Ed Smith Stadium,outdoor,0,0,0,0,0,0,PHIBAL20220303D
CIN,CWS,20220303,20:05,D,Camelback Ranch,outdoor,0,0,0,0,0,0,CINCWS20220303D
WSH,HOU,20220303,23:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,0,0,0,0,0,0,WSHHOU20220303N
TB,PIT,20220303,18:05,D,LECOM Park,outdoor,0,0,0,0,0,0,TBPIT20220303D
ARI,CLE,20220303,20:05,D,Goodyear Ballpark,outdoor,0,0,0,0,0,0,ARICLE20220303D
KC,TEX,20220303,20:05,D,Surprise Stadium,outdoor,0,0,0,0,0,0,KCTEX20220303D
MIN,ATL,20220303,18:05,D,CoolToday Park,outdoor,0,0,0,0,0,0,MINATL20220303D
ATL,BOS,20220303,18:05,D,JetBlue Park,outdoor,0,0,0,0,0,0,ATLBOS20220303D
MIA,NYM,20220303,18:10,D,Clover Park,outdoor,0,0,0,0,0,0,MIANYM20220303D
MIL,KC,20220304,20:05,D,Surprise Stadium,outdoor,0,0,0,0,0,0,MILKC20220304D
HOU,NYM,20220304,18:10,D,Clover Park,outdoor,0,0,0,0,0,0,HOUNYM20220304D
ATL,PHI,20220304,18:05,D,BayCare Ballpark,outdoor,0,0,0,0,0,0,ATLPHI20220304D
MIA,STL,20220304,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,MIASTL20220304D
OAK,CHC,20220304,20:05,D,Sloan Park,outdoor,0,0,0,0,0,0,OAKCHC20220304D
TEX,SF,20220305,02:05,N,Scottsdale Stadium,outdoor,0,0,0,0,0,0,TEXSF20220305N
CLE,SEA,20220304,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,CLESEA20220304D
COL,CIN,20220304,20:05,D,Goodyear Ballpark,outdoor,0,0,0,0,0,0,COLCIN20220304D
BAL,NYY,20220304,23:35,N,George M. Steinbrenner Field,outdoor,0,0,0,0,0,0,BALNYY20220304N
DET,WSH,20220304,18:05,D,FITTEAM Ballpark of the Palm Beaches,outdoor,0,0,0,0,0,0,DETWSH20220304D
TB,MIN,20220304,18:05,D,CenturyLink Sports Complex,outdoor,0,0,0,0,0,0,TBMIN20220304D
CWS,LAA,20220304,20:10,D,Tempe Diablo Stadium,outdoor,0,0,0,0,0,0,CWSLAA20220304D
BOS,TB,20220304,18:05,D,Charlotte Sports Park,outdoor,0,0,0,0,0,0,BOSTB20220304D
KC,LAD,20220305,01:05,N,Camelback Ranch,outdoor,0,0,0,0,0,0,KCLAD20220305N
SD,ARI,20220304,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,SDARI20220304D
COL,SF,20220305,20:05,D,Scottsdale Stadium,outdoor,0,0,0,0,0,0,COLSF20220305D
KC,CIN,20220305,20:05,D,Goodyear Ballpark,outdoor,0,0,0,0,0,0,KCCIN20220305D
CWS,LAD,20220305,20:05,D,Camelback Ranch,outdoor,0,0,0,0,0,0,CWSLAD20220305D
CLE,SD,20220305,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,CLESD20220305D
MIN,BOS,20220305,18:05,D,JetBlue Park,outdoor,0,0,0,0,0,0,MINBOS20220305D
LAA,OAK,20220305,20:05,D,Hohokam Stadium,outdoor,0,0,0,0,0,0,LAAOAK20220305D
MIA,HOU,20220305,18:05,D,FITTEAM Ballpark of the Palm Beaches,outdoor,0,0,0,0,0,0,MIAHOU20220305D
BAL,ATL,20220305,23:05,N,CoolToday Park,outdoor,0,0,0,0,0,0,BALATL20220305N
PHI,TB,20220305,18:05,D,Charlotte Sports Park,outdoor,0,0,0,0,0,0,PHITB20220305D
LAD,TEX,20220305,20:05,D,Surprise Stadium,outdoor,0,0,0,0,0,0,LADTEX20220305D
NYY,PIT,20220305,18:05,D,LECOM Park,outdoor,0,0,0,0,0,0,NYYPIT20220305D
CHC,MIL,20220305,20:10,D,American Family Fields of Phoenix,outdoor,0,0,0,0,0,0,CHCMIL20220305D
SEA,ARI,20220305,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,SEAARI20220305D
WSH,NYM,20220305,18:10,D,Clover Park,outdoor,0,0,0,0,0,0,WSHNYM20220305D
HOU,MIA,20220305,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,HOUMIA20220305D
TOR,DET,20220305,18:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,0,0,0,0,0,TORDET20220305D
SD,SEA,20220307,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,SDSEA20220307D
MIA,WSH,20220307,23:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,0,0,0,0,0,0,MIAWSH20220307N
NYM,STL,20220307,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,NYMSTL20220307D
DET,TB,20220307,18:05,D,Charlotte Sports Park,outdoor,0,0,0,0,0,0,DETTB20220307D
BOS,NYY,20220307,18:05,D,George M. Steinbrenner Field,outdoor,0,0,0,0,0,0,BOSNYY20220307D
CLE,LAD,20220307,20:05,D,Camelback Ranch,outdoor,0,0,0,0,0,0,CLELAD20220307D
MIN,BAL,20220307,18:05,D,Ed Smith Stadium,outdoor,0,0,0,0,0,0,MINBAL20220307D
OAK,KC,20220307,20:05,D,Surprise Stadium,outdoor,0,0,0,0,0,0,OAKKC20220307D
TEX,MIL,20220307,20:10,D,American Family Fields of Phoenix,outdoor,0,0,0,0,0,0,TEXMIL20220307D
MIL,CIN,20220308,01:05,N,Goodyear Ballpark,outdoor,0,0,0,0,0,0,MILCIN20220308N
CHC,COL,20220307,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,CHCCOL20220307D
COL,CLE,20220308,20:05,D,Goodyear Ballpark,outdoor,0,0,0,0,0,0,COLCLE20220308D
CWS,TEX,20220308,20:05,D,Surprise Stadium,outdoor,0,0,0,0,0,0,CWSTEX20220308D
PHI,DET,20220308,18:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,0,0,0,0,0,PHIDET20220308D
TB,ATL,20220308,23:05,N,CoolToday Park,outdoor,0,0,0,0,0,0,TBATL20220308N
SEA,OAK,20220308,20:05,D,Hohokam Stadium,outdoor,0,0,0,0,0,0,SEAOAK20220308D
PIT,BOS,20220308,18:05,D,JetBlue Park,outdoor,0,0,0,0,0,0,PITBOS20220308D
CHC,LAA,20220308,20:10,D,Tempe Diablo Stadium,outdoor,0,0,0,0,0,0,CHCLAA20220308D
TEX,CWS,20220308,20:05,D,Camelback Ranch,outdoor,0,0,0,0,0,0,TEXCWS20220308D
CLE,ARI,20220309,01:10,N,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,CLEARI20220309N
TOR,PHI,20220308,18:05,D,BayCare Ballpark,outdoor,0,0,0,0,0,0,TORPHI20220308D
CIN,SD,20220308,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,CINSD20220308D
SD,SF,20220308,20:05,D,Scottsdale Stadium,outdoor,0,0,0,0,0,0,SDSF20220308D
HOU,MIA,20220308,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,HOUMIA20220308D
NYM,HOU,20220309,23:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,0,0,0,0,0,0,NYMHOU20220309N
TOR,NYY,20220309,23:35,N,George M. Steinbrenner Field,outdoor,0,0,0,0,0,0,TORNYY20220309N
WSH,STL,20220309,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,WSHSTL20220309D
CWS,CHC,20220309,20:05,D,Sloan Park,outdoor,0,0,0,0,0,0,CWSCHC20220309D
OAK,LAD,20220310,01:05,N,Camelback Ranch,outdoor,0,0,0,0,0,0,OAKLAD20220310N
CIN,COL,20220309,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,CINCOL20220309D
DET,TOR,20220309,18:07,D,TD Ballpark,outdoor,0,0,0,0,0,0,DETTOR20220309D
DET,BAL,20220309,18:05,D,Ed Smith Stadium,outdoor,0,0,0,0,0,0,DETBAL20220309D
CHC,KC,20220310,01:05,N,Surprise Stadium,outdoor,0,0,0,0,0,0,CHCKC20220310N
LAA,CIN,20220310,01:05,N,Goodyear Ballpark,outdoor,0,0,0,0,0,0,LAACIN20220310N
SF,MIL,20220309,20:10,D,American Family Fields of Phoenix,outdoor,0,0,0,0,0,0,SFMIL20220309D
PHI,MIN,20220309,18:05,D,CenturyLink Sports Complex,outdoor,0,0,0,0,0,0,PHIMIN20220309D
ARI,SD,20220309,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,ARISD20220309D
BAL,TB,20220309,18:05,D,Charlotte Sports Park,outdoor,0,0,0,0,0,0,BALTB20220309D
ATL,PIT,20220309,18:05,D,LECOM Park,outdoor,0,0,0,0,0,0,ATLPIT20220309D
NYM,WSH,20220310,23:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,0,0,0,0,0,0,NYMWSH20220310N
SF,OAK,20220310,20:05,D,Hohokam Stadium,outdoor,0,0,0,0,0,0,SFOAK20220310D
COL,LAA,20220310,20:10,D,Tempe Diablo Stadium,outdoor,0,0,0,0,0,0,COLLAA20220310D
NYY,PHI,20220310,18:05,D,BayCare Ballpark,outdoor,0,0,0,0,0,0,NYYPHI20220310D
HOU,STL,20220310,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,HOUSTL20220310D
SD,TEX,20220310,20:05,D,Surprise Stadium,outdoor,0,0,0,0,0,0,SDTEX20220310D
TB,DET,20220310,18:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,0,0,0,0,0,TBDET20220310D
BAL,BOS,20220310,18:05,D,JetBlue Park,outdoor,0,0,0,0,0,0,BALBOS20220310D
CHC,SF,20220310,20:05,D,Scottsdale Stadium,outdoor,0,0,0,0,0,0,CHCSF20220310D
MIA,NYM,20220310,18:10,D,Clover Park,outdoor,0,0,0,0,0,0,MIANYM20220310D
TOR,ATL,20220310,18:05,D,CoolToday Park,outdoor,0,0,0,0,0,0,TORATL20220310D
MIL,SEA,20220310,20:10,D,Peoria Sports Complex,outdoor,0,0,0,0,0,0,MILSEA20220310D
MIN,PIT,20220310,18:05,D,LECOM Park,outdoor,0,0,0,0,0,0,MINPIT20220310D
OAK,ARI,20220310,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,OAKARI20220310D
KC,CLE,20220310,20:05,D,Goodyear Ballpark,outdoor,0,0,0,0,0,0,KCCLE20220310D
LAD,CWS,20220310,20:05,D,Camelback Ranch,outdoor,0,0,0,0,0,0,LADCWS20220310D
CWS,CHC,20220317,20:05,D,Sloan Park,outdoor,0,1,7,4,4,3,CWSCHC20220317D
MIN,BOS,20220317,17:05,D,JetBlue Park,outdoor,2,0,2,14,1,14,MINBOS20220317D
CHC,CWS,20220317,20:05,D,Camelback Ranch,outdoor,0,2,8,10,2,5,CHCCWS20220317D
ARI,COL,20220317,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,6,8,3,5,ARICOL20220317D
TB,BOS,20220318,17:05,D,JetBlue Park,outdoor,1,0,8,13,6,7,TBBOS20220318D
MIL,LAD,20220318,20:05,D,Camelback Ranch,outdoor,0,2,5,6,3,3,MILLAD20220318D
PHI,DET,20220318,17:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,1,12,8,6,6,PHIDET20220318D
MIA,WSH,20220318,22:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,1,1,9,5,8,3,MIAWSH20220318N
MIN,ATL,20220318,17:05,D,CoolToday Park,outdoor,0,0,3,5,1,3,MINATL20220318D
KC,TEX,20220318,20:05,D,Surprise Stadium,outdoor,0,0,12,6,5,5,KCTEX20220318D
CIN,CLE,20220318,20:05,D,Goodyear Ballpark,outdoor,2,2,5,8,2,3,CINCLE20220318D
COL,ARI,20220318,20:10,D,Salt River Fields at Talking Stick,outdoor,0,1,9,7,5,3,COLARI20220318D
TOR,BAL,20220318,17:05,D,Ed Smith Stadium,outdoor,1,4,10,7,9,5,TORBAL20220318D
CHC,SF,20220319,02:05,N,Scottsdale Stadium,outdoor,1,1,8,6,7,3,CHCSF20220319N
NYY,PIT,20220318,17:05,D,LECOM Park,outdoor,0,0,5,8,3,4,NYYPIT20220318D
LAA,OAK,20220318,20:05,D,Hohokam Stadium,outdoor,0,0,15,12,8,10,LAAOAK20220318D
HOU,STL,20220318,17:05,D,Roger Dean Stadium,outdoor,0,0,5,3,2,4,HOUSTL20220318D
SEA,SD,20220318,20:10,D,Peoria Sports Complex,outdoor,4,1,5,7,4,6,SEASD20220318D
DET,PIT,20220319,17:05,D,LECOM Park,outdoor,0,0,6,7,3,6,DETPIT20220319D
OAK,CIN,20220320,01:05,N,Goodyear Ballpark,outdoor,1,2,6,11,3,9,OAKCIN20220320N
SF,COL,20220319,20:10,D,Salt River Fields at Talking Stick,outdoor,0,1,11,10,8,5,SFCOL20220319D
NYY,BAL,20220319,17:05,D,Ed Smith Stadium,outdoor,0,0,3,9,3,3,NYYBAL20220319D
ATL,TB,20220319,17:05,D,Charlotte Sports Park,outdoor,0,1,8,6,4,4,ATLTB20220319D
NYM,WSH,20220319,22:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,2,0,8,5,6,2,NYMWSH20220319N
BOS,MIN,20220319,17:05,D,CenturyLink Sports Complex,outdoor,0,1,4,6,1,0,BOSMIN20220319D
SD,CHC,20220319,20:05,D,Sloan Park,outdoor,1,1,9,10,4,5,SDCHC20220319D
HOU,MIA,20220319,17:05,D,Roger Dean Stadium,outdoor,1,0,5,10,2,10,HOUMIA20220319D
LAD,SEA,20220319,20:10,D,Peoria Sports Complex,outdoor,0,0,11,6,6,7,LADSEA20220319D
TOR,PHI,20220319,17:05,D,BayCare Ballpark,outdoor,1,0,3,7,2,3,TORPHI20220319D
MIL,TEX,20220319,20:05,D,Surprise Stadium,outdoor,0,3,11,3,11,0,MILTEX20220319D
CLE,CWS,20220319,20:05,D,Camelback Ranch,outdoor,1,1,15,7,11,2,CLECWS20220319D
ARI,LAA,20220319,20:10,D,Tempe Diablo Stadium,outdoor,0,0,12,19,5,12,ARILAA20220319D
BAL,BOS,20220320,17:05,D,JetBlue Park,outdoor,0,0,5,9,2,3,BALBOS20220320D
WSH,HOU,20220320,17:05,D,FITTEAM Ballpark of the Palm Beaches,outdoor,1,2,7,7,3,2,WSHHOU20220320D
PIT,TOR,20220320,17:07,D,TD Ballpark,outdoor,0,0,7,10,4,10,PITTOR20220320D
CHC,LAD,20220320,20:05,D,Camelback Ranch,outdoor,0,1,8,6,2,2,CHCLAD20220320D
ARI,KC,20220320,20:05,D,Surprise Stadium,outdoor,2,0,12,14,10,11,ARIKC20220320D
PHI,ATL,20220320,17:05,D,CoolToday Park,outdoor,2,0,4,9,1,5,PHIATL20220320D
STL,NYM,20220320,17:10,D,Clover Park,outdoor,1,0,11,6,6,4,STLNYM20220320D
DET,NYY,20220320,17:05,D,George M. Steinbrenner Field,outdoor,1,0,9,7,8,7,DETNYY20220320D
CWS,COL,20220320,20:10,D,Salt River Fields at Talking Stick,outdoor,1,0,8,11,4,2,CWSCOL20220320D
LAA,SEA,20220320,20:10,D,Peoria Sports Complex,outdoor,0,2,10,5,7,3,LAASEA20220320D
SF,CIN,20220320,20:05,D,Goodyear Ballpark,outdoor,1,0,8,12,4,9,SFCIN20220320D
SD,MIL,20220320,20:10,D,American Family Fields of Phoenix,outdoor,1,0,7,8,3,6,SDMIL20220320D
CLE,OAK,20220320,20:05,D,Hohokam Stadium,outdoor,2,0,17,12,9,9,CLEOAK20220320D
TB,MIN,20220320,17:05,D,CenturyLink Sports Complex,outdoor,0,2,3,7,0,3,TBMIN20220320D
TEX,CLE,20220321,20:05,D,Goodyear Ballpark,outdoor,0,0,27,15,25,12,TEXCLE20220321D
PIT,TB,20220321,17:05,D,Charlotte Sports Park,outdoor,1,1,10,8,5,1,PITTB20220321D
SEA,ARI,20220321,20:10,D,Salt River Fields at Talking Stick,outdoor,1,2,7,8,1,9,SEAARI20220321D
CIN,CHC,20220321,20:05,D,Sloan Park,outdoor,1,0,8,6,2,3,CINCHC20220321D
PHI,NYY,20220321,17:05,D,George M. Steinbrenner Field,outdoor,3,1,5,7,2,5,PHINYY20220321D
KC,LAA,20220321,20:10,D,Tempe Diablo Stadium,outdoor,1,0,16,10,8,5,KCLAA20220321D
MIN,BAL,20220321,17:05,D,Ed Smith Stadium,outdoor,0,1,8,11,8,10,MINBAL20220321D
MIL,SF,20220322,02:05,N,Scottsdale Stadium,outdoor,1,3,14,8,13,6,MILSF20220322N
COL,SD,20220321,20:10,D,Peoria Sports Complex,outdoor,1,1,11,6,8,4,COLSD20220321D
STL,WSH,20220321,22:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,0,2,9,8,7,3,STLWSH20220321N
TOR,DET,20220321,17:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,0,7,2,3,1,TORDET20220321D
ATL,BOS,20220321,17:05,D,JetBlue Park,outdoor,2,0,6,10,0,5,ATLBOS20220321D
NYM,MIA,20220321,17:05,D,Roger Dean Stadium,outdoor,1,0,2,5,0,3,NYMMIA20220321D
LAD,CWS,20220321,20:05,D,Camelback Ranch,outdoor,0,0,8,9,6,8,LADCWS20220321D
OAK,KC,20220322,20:05,D,Surprise Stadium,outdoor,0,0,4,11,3,5,OAKKC20220322D
NYY,TOR,20220322,17:07,D,TD Ballpark,outdoor,1,0,6,13,2,9,NYYTOR20220322D
ATL,MIN,20220322,17:05,D,CenturyLink Sports Complex,outdoor,0,1,7,6,4,0,ATLMIN20220322D
CWS,MIL,20220322,20:10,D,American Family Fields of Phoenix,outdoor,0,1,5,8,4,3,CWSMIL20220322D
TEX,ARI,20220322,20:10,D,Salt River Fields at Talking Stick,outdoor,1,0,10,4,4,1,TEXARI20220322D
CHC,SEA,20220322,20:10,D,Peoria Sports Complex,outdoor,2,1,7,9,5,5,CHCSEA20220322D
CIN,LAD,20220322,20:05,D,Camelback Ranch,outdoor,3,1,13,14,10,8,CINLAD20220322D
COL,LAA,20220322,20:10,D,Tempe Diablo Stadium,outdoor,1,3,11,7,4,7,COLLAA20220322D
SD,CLE,20220322,20:05,D,Goodyear Ballpark,outdoor,0,1,8,13,1,6,SDCLE20220322D
BOS,TB,20220322,17:05,D,Charlotte Sports Park,outdoor,0,1,8,10,4,2,BOSTB20220322D
HOU,NYM,20220322,22:10,N,Clover Park,outdoor,1,0,3,6,0,2,HOUNYM20220322N
BAL,PIT,20220322,17:05,D,LECOM Park,outdoor,2,0,16,12,10,9,BALPIT20220322D
DET,PHI,20220322,17:05,D,BayCare Ballpark,outdoor,1,1,8,8,2,7,DETPHI20220322D
TOR,PHI,20220323,17:05,D,BayCare Ballpark,outdoor,0,0,10,13,7,8,TORPHI20220323D
MIL,CIN,20220324,01:05,N,Goodyear Ballpark,outdoor,0,0,9,13,8,12,MILCIN20220324N
LAA,SD,20220323,20:10,D,Peoria Sports Complex,outdoor,1,0,2,7,0,3,LAASD20220323D
OAK,CHC,20220323,20:05,D,Sloan Park,outdoor,1,2,8,8,4,5,OAKCHC20220323D
MIN,BOS,20220323,17:05,D,JetBlue Park,outdoor,2,0,9,8,10,4,MINBOS20220323D
CLE,LAD,20220323,20:05,D,Camelback Ranch,outdoor,1,0,7,9,2,6,CLELAD20220323D
KC,COL,20220323,20:10,D,Salt River Fields at Talking Stick,outdoor,1,0,13,8,8,4,KCCOL20220323D
STL,HOU,20220323,17:05,D,FITTEAM Ballpark of the Palm Beaches,outdoor,0,1,11,14,3,10,STLHOU20220323D
CWS,TEX,20220323,20:05,D,Surprise Stadium,outdoor,1,1,7,16,5,14,CWSTEX20220323D
BAL,NYY,20220323,22:35,N,George M. Steinbrenner Field,outdoor,0,0,8,12,1,7,BALNYY20220323N
WSH,MIA,20220323,17:05,D,Roger Dean Stadium,outdoor,0,0,5,8,2,3,WSHMIA20220323D
TB,ATL,20220323,17:05,D,CoolToday Park,outdoor,1,2,14,13,7,7,TBATL20220323D
ARI,SF,20220323,20:05,D,Scottsdale Stadium,outdoor,1,0,8,3,5,3,ARISF20220323D
PIT,DET,20220323,17:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,0,9,9,6,6,PITDET20220323D
NYM,HOU,20220325,22:05,N,FITTEAM Ballpark of the Palm Beaches,outdoor,2,0,7,5,1,2,NYMHOU20220325N
NYY,PHI,20220325,17:05,D,BayCare Ballpark,outdoor,0,0,11,8,5,6,NYYPHI20220325D
CLE,SF,20220325,20:05,D,Scottsdale Stadium,outdoor,0,0,11,10,10,2,CLESF20220325D
LAA,ARI,20220325,20:10,D,Salt River Fields at Talking Stick,outdoor,1,1,7,9,5,5,LAAARI20220325D
TEX,KC,20220325,20:05,D,Surprise Stadium,outdoor,0,1,10,12,8,4,TEXKC20220325D
WSH,STL,20220325,17:05,D,Roger Dean Stadium,outdoor,1,1,6,9,4,5,WSHSTL20220325D
DET,TOR,20220325,17:07,D,TD Ballpark,outdoor,2,0,10,9,8,4,DETTOR20220325D
BOS,ATL,20220325,17:05,D,CoolToday Park,outdoor,0,1,7,7,3,6,BOSATL20220325D
SD,LAD,20220326,01:05,N,Camelback Ranch,outdoor,0,1,4,7,5,5,SDLAD20220326N
MIL,OAK,20220325,20:05,D,Hohokam Stadium,outdoor,2,0,6,5,3,6,MILOAK20220325D
CWS,SEA,20220326,01:40,N,Peoria Sports Complex,outdoor,0,1,4,6,0,3,CWSSEA20220326N
BAL,TB,20220325,17:05,D,Charlotte Sports Park,outdoor,0,2,7,12,4,9,BALTB20220325D
MIN,PIT,20220325,17:05,D,LECOM Park,outdoor,1,0,4,4,1,2,MINPIT20220325D
COL,CHC,20220325,20:05,D,Sloan Park,outdoor,0,3,18,5,17,1,COLCHC20220325D
CIN,SF,20220326,20:05,D,Scottsdale Stadium,outdoor,0,1,7,7,2,1,CINSF20220326D
TOR,NYY,20220326,17:05,D,George M. Steinbrenner Field,outdoor,1,0,13,11,10,9,TORNYY20220326D
MIA,STL,20220326,17:05,D,Roger Dean Stadium,outdoor,0,1,16,6,9,2,MIASTL20220326D
TB,BOS,20220326,17:05,D,JetBlue Park,outdoor,0,0,7,8,3,5,TBBOS20220326D
MIN,ATL,20220326,17:05,D,CoolToday Park,outdoor,2,0,10,6,6,8,MINATL20220326D
PIT,BAL,20220326,22:05,N,Ed Smith Stadium,outdoor,2,0,9,9,5,14,PITBAL20220326N
SEA,MIL,20220326,20:10,D,American Family Fields of Phoenix,outdoor,1,3,12,7,7,7,SEAMIL20220326D
CHC,SD,20220326,20:10,D,Peoria Sports Complex,outdoor,2,1,7,6,2,2,CHCSD20220326D
WSH,NYM,20220326,17:10,D,Clover Park,outdoor,0,0,4,9,2,4,WSHNYM20220326D
LAD,KC,20220327,01:05,N,Surprise Stadium,outdoor,1,0,7,11,10,5,LADKC20220327N
OAK,CLE,20220326,20:05,D,Goodyear Ballpark,outdoor,2,1,9,15,2,9,OAKCLE20220326D
TEX,COL,20220326,20:10,D,Salt River Fields at Talking Stick,outdoor,4,0,10,15,7,8,TEXCOL20220326D
PHI,DET,20220326,17:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,2,11,10,8,14,PHIDET20220326D
LAA,CWS,20220326,20:05,D,Camelback Ranch,outdoor,0,0,14,8,12,3,LAACWS20220326D
STL,NYM,20220327,17:10,D,Clover Park,outdoor,0,0,7,12,3,7,STLNYM20220327D
HOU,MIA,20220327,17:05,D,Roger Dean Stadium,outdoor,0,1,9,10,4,3,HOUMIA20220327D
