away_team_abbr,home_team_abbr,date,start_time,day_night,venue,field_type,away_team_errors,home_team_errors,away_team_hits,home_team_hits,away_team_runs,home_team_runs,game_id
KC,MIL,2024-03-22,20:10,D,American Family Fields of Phoenix,outdoor,0,1,7,10,5,11,KCMIL20240322D
STL,MIA,2024-03-22,22:40,N,Roger Dean Stadium,outdoor,0,0,0,0,0,0,STLMIA20240322N
CWS,LAA,2024-03-22,20:10,D,Tempe Diablo Stadium,outdoor,0,0,5,5,0,2,CWSLAA20240322D
CIN,OAK,2024-03-22,20:05,D,Hohokam Stadium,outdoor,0,0,8,9,6,8,CINOAK20240322D
MIL,SEA,2024-03-22,20:10,D,Peoria Sports Complex,outdoor,3,2,5,7,4,4,MILSEA20240322D
TEX,CLE,2024-03-22,20:05,D,Goodyear Ballpark,outdoor,1,0,4,7,0,10,TEXCLE20240322D
CHC,SF,2024-03-22,20:05,D,Scottsdale Stadium,outdoor,3,0,14,15,12,13,CHCSF20240322D
PIT,BAL,2024-03-22,22:05,N,Ed Smith Stadium,outdoor,0,0,0,0,0,0,PITBAL20240322N
WSH,HOU,2024-03-22,22:05,N,CACTI Park of the Palm Beaches,outdoor,0,0,0,0,0,0,WSHHOU20240322N
MIN,TB,2024-03-22,17:05,D,Charlotte Sports Park,outdoor,0,0,0,0,0,0,MINTB20240322D
DET,PHI,2024-03-22,17:05,D,BayCare Ballpark,outdoor,1,0,6,7,4,3,DETPHI20240322D
NYM,NYY,2024-03-22,17:05,D,George M. Steinbrenner Field,outdoor,1,2,5,8,3,5,NYMNYY20240322D
COL,TEX,2024-03-22,20:05,D,Surprise Stadium,outdoor,0,1,10,6,3,2,COLTEX20240322D
LAA,OAK,2024-03-23,19:05,D,Hohokam Stadium,outdoor,1,1,9,13,5,11,LAAOAK20240323D
MIL,CHC,2024-03-23,20:05,D,Sloan Park,outdoor,1,0,10,7,7,4,MILCHC20240323D
BOS,PIT,2024-03-23,17:05,D,LECOM Park,outdoor,0,1,5,7,1,4,BOSPIT20240323D
TEX,KC,2024-03-23,19:05,D,Surprise Stadium,outdoor,0,0,8,6,1,1,TEXKC20240323D
TOR,BAL,2024-03-23,22:05,N,Ed Smith Stadium,outdoor,0,1,9,7,2,3,TORBAL20240323N
DET,TOR,2024-03-23,17:07,D,TD Ballpark,outdoor,1,2,9,14,10,7,DETTOR20240323D
CLE,AZ,2024-03-23,20:10,D,Salt River Fields at Talking Stick,outdoor,0,1,11,3,5,0,CLEAZ20240323D
BAL,TB,2024-03-23,17:05,D,Charlotte Sports Park,outdoor,1,0,11,8,6,4,BALTB20240323D
NYY,DET,2024-03-23,17:05,D,Publix Field at Joker Marchant Stadium,outdoor,1,0,10,13,6,11,NYYDET20240323D
MIN,BOS,2024-03-23,22:05,N,JetBlue Park,outdoor,2,1,7,12,6,8,MINBOS20240323N
COL,CIN,2024-03-23,20:05,D,Goodyear Ballpark,outdoor,0,1,6,13,2,6,COLCIN20240323D
SEA,CWS,2024-03-23,20:05,D,Camelback Ranch,outdoor,1,2,8,6,8,2,SEACWS20240323D
TB,ATL,2024-03-23,17:05,D,CoolToday Park,outdoor,0,2,9,5,5,2,TBATL20240323D
AZ,SF,2024-03-23,20:05,D,Scottsdale Stadium,outdoor,1,1,11,12,11,5,AZSF20240323D
MIA,WSH,2024-03-23,22:05,N,CACTI Park of the Palm Beaches,outdoor,0,0,10,11,5,3,MIAWSH20240323N
WSH,STL,2024-03-23,17:05,D,Roger Dean Stadium,outdoor,0,2,10,5,2,2,WSHSTL20240323D
PHI,NYY,2024-03-23,17:05,D,George M. Steinbrenner Field,outdoor,0,2,10,11,6,6,PHINYY20240323D
HOU,NYM,2024-03-23,17:10,D,Clover Park,outdoor,0,0,11,9,13,5,HOUNYM20240323D
NYM,MIA,2024-03-24,17:10,D,Roger Dean Stadium,outdoor,2,0,6,7,1,5,NYMMIA20240324D
ATL,BOS,2024-03-24,17:05,D,JetBlue Park,outdoor,0,1,8,11,5,5,ATLBOS20240324D
CHC,SEA,2024-03-24,20:10,D,Peoria Sports Complex,outdoor,0,0,14,14,9,9,CHCSEA20240324D
AZ,MIL,2024-03-24,20:10,D,American Family Fields of Phoenix,outdoor,1,1,9,17,4,14,AZMIL20240324D
CWS,COL,2024-03-24,20:10,D,Salt River Fields at Talking Stick,outdoor,0,2,6,9,3,7,CWSCOL20240324D
NYY,PIT,2024-03-24,17:05,D,LECOM Park,outdoor,0,0,4,5,1,0,NYYPIT20240324D
WSH,NYM,2024-03-24,17:10,D,Clover Park,outdoor,2,0,6,11,1,10,WSHNYM20240324D
SF,SACRAMENTO,2024-03-25,00:07,N,Sutter Health Park,outdoor,1,0,4,7,1,8,SFSACRAMENTO20240325N
BAL,MIN,2024-03-24,17:05,D,CenturyLink Sports Complex,outdoor,0,1,9,12,8,3,BALMIN20240324D
TOR,PHI,2024-03-24,17:05,D,BayCare Ballpark,outdoor,0,0,4,7,0,2,TORPHI20240324D
LAA,LAD,2024-03-24,23:10,D,Dodger Stadium,outdoor,0,0,10,6,3,5,LAALAD20240324D
STL,HOU,2024-03-24,16:05,D,CACTI Park of the Palm Beaches,outdoor,2,0,7,10,4,9,STLHOU20240324D
CLE,CIN,2024-03-24,20:05,D,Goodyear Ballpark,outdoor,0,2,15,9,10,7,CLECIN20240324D
TB,DET,2024-03-24,17:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,1,8,8,2,3,TBDET20240324D
NYY,MEX,2024-03-24,20:00,D,Estadio Alfredo Harp Helu,outdoor,1,0,12,10,3,4,NYYMEX20240324D
SUG,HOU,2024-03-26,00:10,N,Minute Maid Park,retractable,0,1,5,4,3,1,SUGHOU20240326N
BOS,TEX,2024-03-26,00:05,N,Globe Life Field,retractable,1,1,9,5,9,2,BOSTEX20240326N
KC,NW ARKANSAS,2024-03-25,23:05,N,Arvest Ballpark,outdoor,0,0,9,7,7,1,KCNW ARKANSAS20240325N
NYY,MEX,2024-03-26,00:00,N,Estadio Alfredo Harp Helu,outdoor,1,0,11,9,5,8,NYYMEX20240326N
STL,CHC,2024-03-25,20:05,D,Sloan Park,outdoor,0,0,10,7,6,3,STLCHC20240325D
TOR,PIT,2024-03-25,17:05,D,LECOM Park,outdoor,1,1,9,10,3,4,TORPIT20240325D
SF,OAK,2024-03-26,01:40,N,Oakland Coliseum,outdoor,0,1,6,4,4,1,SFOAK20240326N
TB,PHI,2024-03-25,16:05,D,BayCare Ballpark,outdoor,1,2,9,7,6,3,TBPHI20240325D
CLE,AZ,2024-03-26,01:40,N,Chase Field,retractable,0,0,6,8,0,6,CLEAZ20240326N
MIN,ATL,2024-03-25,17:05,D,CoolToday Park,outdoor,0,0,6,5,0,4,MINATL20240325D
SEA,SD,2024-03-26,01:40,N,PETCO Park,outdoor,2,0,8,3,4,1,SEASD20240326N
COL,MIL,2024-03-25,20:10,D,American Family Fields of Phoenix,outdoor,1,3,6,15,1,10,COLMIL20240325D
LAA,LAD,2024-03-26,01:10,N,Dodger Stadium,outdoor,0,0,6,3,6,0,LAALAD20240326N
NYM,NYY,2024-03-25,17:05,D,George M. Steinbrenner Field,outdoor,0,2,2,8,0,3,NYMNYY20240325D
OAK,SF,2024-03-27,00:05,N,Oracle Park,outdoor,0,0,6,8,3,1,OAKSF20240327N
BOS,TEX,2024-03-26,18:05,D,Globe Life Field,retractable,1,0,8,6,4,1,BOSTEX20240326D
WNF,WSH,2024-03-26,16:05,D,Nationals Park,outdoor,1,0,10,17,1,13,WNFWSH20240326D
ATL,MIN,2024-03-26,17:05,D,CenturyLink Sports Complex,outdoor,0,0,9,12,6,9,ATLMIN20240326D
SEA,SD,2024-03-26,20:10,D,PETCO Park,outdoor,0,1,8,7,7,6,SEASD20240326D
SUG,HOU,2024-03-27,00:10,N,Minute Maid Park,retractable,1,0,7,8,3,7,SUGHOU20240327N
STL,CHC,2024-03-26,19:05,D,Sloan Park,outdoor,0,2,14,6,7,2,STLCHC20240326D
MIL,COL,2024-03-26,19:10,D,Salt River Fields at Talking Stick,outdoor,0,0,9,14,1,6,MILCOL20240326D
LAD,LAA,2024-03-27,01:07,N,Angel Stadium,outdoor,1,0,6,8,3,4,LADLAA20240327N
DET,TB,2024-03-26,16:35,D,Tropicana Field,indoor,1,0,3,5,3,3,DETTB20240326D
CLE,AZ,2024-03-26,19:40,D,Chase Field,retractable,2,2,4,7,1,6,CLEAZ20240326D
TOR,TB,2024-03-28,20:10,D,Tropicana Field,indoor,0,0,7,8,8,2,TORTB20240328D
LAA,BAL,2024-03-28,19:05,D,Oriole Park at Camden Yards,outdoor,1,1,2,10,3,11,LAABAL20240328D
WSH,CIN,2024-03-28,20:10,D,Great American Ball Park,outdoor,0,1,6,10,2,8,WSHCIN20240328D
MIN,KC,2024-03-28,20:10,D,Kauffman Stadium,outdoor,0,1,10,5,4,1,MINKC20240328D
MIL,NYM,2024-03-29,17:40,D,Citi Field,outdoor,0,0,8,1,3,1,MILNYM20240329D
PIT,MIA,2024-03-28,20:10,D,loanDepot park,retractable,1,1,9,8,6,5,PITMIA20240328D
STL,LAD,2024-03-28,20:10,D,Dodger Stadium,outdoor,0,1,3,10,1,7,STLLAD20240328D
NYY,HOU,2024-03-28,20:10,D,Minute Maid Park,retractable,0,0,8,13,5,4,NYYHOU20240328D
ATL,PHI,2024-03-29,19:05,D,Citizens Bank Park,outdoor,0,1,13,5,9,3,ATLPHI20240329D
DET,CWS,2024-03-28,20:10,D,Guaranteed Rate Field,outdoor,0,0,6,3,1,0,DETCWS20240328D
SF,SD,2024-03-28,20:10,D,PETCO Park,outdoor,1,0,9,9,4,6,SFSD20240328D
CLE,OAK,2024-03-29,02:07,N,Oakland Coliseum,outdoor,1,1,11,4,8,0,CLEOAK20240329N
COL,AZ,2024-03-29,02:10,N,Chase Field,retractable,0,0,4,18,1,16,COLAZ20240329N
CHC,TEX,2024-03-28,23:35,N,Globe Life Field,retractable,1,1,6,8,3,4,CHCTEX20240328N
BOS,SEA,2024-03-29,02:10,N,T-Mobile Park,retractable,0,1,11,8,6,4,BOSSEA20240329N
SF,SD,2024-03-30,01:40,N,PETCO Park,outdoor,0,1,13,9,8,3,SFSD20240330N
ATL,PHI,2024-03-29,19:05,D,Citizens Bank Park,outdoor,0,1,13,5,9,3,ATLPHI20240329D
COL,AZ,2024-03-30,01:40,N,Chase Field,retractable,1,0,7,14,3,7,COLAZ20240330N
NYY,HOU,2024-03-30,00:10,N,Minute Maid Park,retractable,0,2,12,7,7,1,NYYHOU20240330N
STL,LAD,2024-03-30,02:10,N,Dodger Stadium,outdoor,0,0,6,7,3,6,STLLAD20240330N
PIT,MIA,2024-03-29,23:10,N,loanDepot park,retractable,2,0,10,9,7,2,PITMIA20240329N
CLE,OAK,2024-03-30,01:40,N,Oakland Coliseum,outdoor,0,2,9,8,6,4,CLEOAK20240330N
TOR,TB,2024-03-29,22:50,N,Tropicana Field,indoor,3,1,6,10,2,8,TORTB20240329N
BOS,SEA,2024-03-30,01:40,N,T-Mobile Park,retractable,0,0,4,4,0,1,BOSSEA20240330N
MIL,NYM,2024-03-29,17:40,D,Citi Field,outdoor,0,0,8,1,3,1,MILNYM20240329D
CHC,TEX,2024-03-30,23:05,N,Globe Life Field,retractable,0,0,5,16,2,11,CHCTEX20240330N
LAA,BAL,2024-03-30,20:05,D,Oriole Park at Camden Yards,outdoor,1,1,9,14,4,13,LAABAL20240330D
WSH,CIN,2024-03-30,20:10,D,Great American Ball Park,outdoor,0,0,11,10,7,6,WSHCIN20240330D
ATL,PHI,2024-03-30,20:05,D,Citizens Bank Park,outdoor,0,1,18,8,12,4,ATLPHI20240330D
MIN,KC,2024-03-30,20:10,D,Kauffman Stadium,outdoor,0,2,7,5,5,1,MINKC20240330D
TOR,TB,2024-03-30,20:10,D,Tropicana Field,indoor,1,0,6,11,1,5,TORTB20240330D
PIT,MIA,2024-03-30,20:10,D,loanDepot park,retractable,1,1,16,5,9,3,PITMIA20240330D
NYY,HOU,2024-03-30,23:15,N,Minute Maid Park,retractable,3,1,8,4,5,3,NYYHOU20240330N
STL,LAD,2024-03-31,01:10,N,Dodger Stadium,outdoor,0,1,7,14,6,5,STLLAD20240331N
CLE,OAK,2024-03-30,20:07,D,Oakland Coliseum,outdoor,0,2,15,6,12,3,CLEOAK20240330D
BOS,SEA,2024-03-31,01:40,N,T-Mobile Park,retractable,2,0,7,7,3,4,BOSSEA20240331N
SF,SD,2024-03-30,23:15,D,PETCO Park,outdoor,0,1,9,7,9,6,SFSD20240330D
DET,CWS,2024-03-30,18:10,D,Guaranteed Rate Field,outdoor,2,0,12,10,7,6,DETCWS20240330D
MIL,NYM,2024-03-30,17:40,D,Citi Field,outdoor,0,2,15,12,7,6,MILNYM20240330D
COL,AZ,2024-03-31,00:10,N,Chase Field,retractable,0,1,10,8,9,4,COLAZ20240331N
COL,AZ,2024-03-31,20:10,D,Chase Field,retractable,3,0,8,5,1,5,COLAZ20240331D
LAA,BAL,2024-03-31,17:35,D,Oriole Park at Camden Yards,outdoor,1,1,6,3,4,1,LAABAL20240331D
NYY,HOU,2024-03-31,18:10,D,Minute Maid Park,retractable,1,0,10,12,4,3,NYYHOU20240331D
WSH,CIN,2024-03-31,17:40,D,Great American Ball Park,outdoor,0,0,9,14,5,6,WSHCIN20240331D
MIN,KC,2024-03-31,18:10,D,Kauffman Stadium,outdoor,1,0,4,14,0,11,MINKC20240331D
PIT,MIA,2024-03-31,17:40,D,loanDepot park,retractable,0,1,11,7,9,7,PITMIA20240331D
ATL,PHI,2024-03-31,17:35,D,Citizens Bank Park,outdoor,0,0,7,9,4,5,ATLPHI20240331D
CLE,OAK,2024-03-31,20:07,D,Oakland Coliseum,outdoor,0,3,7,9,3,4,CLEOAK20240331D
STL,LAD,2024-03-31,23:10,D,Dodger Stadium,outdoor,0,1,8,8,4,5,STLLAD20240331D
MIL,NYM,2024-03-31,17:40,D,Citi Field,outdoor,0,1,9,7,4,1,MILNYM20240331D
BOS,SEA,2024-03-31,20:10,D,T-Mobile Park,retractable,0,0,10,4,5,1,BOSSEA20240331D
TOR,TB,2024-03-31,17:40,D,Tropicana Field,indoor,1,1,10,3,9,2,TORTB20240331D
DET,CWS,2024-03-31,18:10,D,Guaranteed Rate Field,outdoor,0,1,8,5,3,2,DETCWS20240331D
CHC,TEX,2024-03-31,18:35,D,Globe Life Field,retractable,2,0,12,8,9,5,CHCTEX20240331D
SF,SD,2024-03-31,20:10,D,PETCO Park,outdoor,1,0,5,16,4,13,SFSD20240331D
COL,CHC,2024-04-01,18:20,D,Wrigley Field,outdoor,2,1,3,9,0,5,COLCHC20240401D
ATL,CWS,2024-04-01,18:10,D,Guaranteed Rate Field,outdoor,0,0,11,3,9,0,ATLCWS20240401D
SF,LAD,2024-04-02,02:10,N,Dodger Stadium,outdoor,0,1,8,9,3,8,SFLAD20240402N
CIN,PHI,2024-04-01,22:40,N,Citizens Bank Park,outdoor,0,0,8,7,6,3,CINPHI20240401N
NYY,AZ,2024-04-02,01:40,N,Chase Field,retractable,1,2,8,4,5,2,NYYAZ20240402N
BOS,OAK,2024-04-02,01:40,N,Oakland Coliseum,outdoor,0,5,9,4,9,0,BOSOAK20240402N
CLE,SEA,2024-04-02,01:40,N,T-Mobile Park,retractable,1,0,6,7,4,5,CLESEA20240402N
DET,NYM,2024-04-01,23:10,N,Citi Field,outdoor,0,1,4,5,5,0,DETNYM20240401N
TOR,HOU,2024-04-02,00:10,N,Minute Maid Park,retractable,0,0,0,12,0,10,TORHOU20240402N
TEX,TB,2024-04-01,22:50,N,Tropicana Field,indoor,0,1,8,5,9,3,TEXTB20240401N
KC,BAL,2024-04-01,22:35,N,Oriole Park at Camden Yards,outdoor,0,2,7,9,4,6,KCBAL20240401N
LAA,MIA,2024-04-01,22:40,N,loanDepot park,retractable,1,0,7,9,7,4,LAAMIA20240401N
STL,SD,2024-04-02,01:40,N,PETCO Park,outdoor,0,0,14,5,6,2,STLSD20240402N
PIT,WSH,2024-04-01,20:05,D,Nationals Park,outdoor,0,0,15,8,8,4,PITWSH20240401D
NYY,AZ,2024-04-03,01:40,N,Chase Field,retractable,1,0,3,11,0,7,NYYAZ20240403N
ATL,CWS,2024-04-02,23:40,N,Guaranteed Rate Field,outdoor,0,0,5,7,2,3,ATLCWS20240402N
COL,CHC,2024-04-02,23:40,N,Wrigley Field,outdoor,0,0,7,14,2,12,COLCHC20240402N
STL,SD,2024-04-03,01:40,N,PETCO Park,outdoor,0,1,6,9,5,2,STLSD20240403N
CIN,PHI,2024-04-02,22:40,N,Citizens Bank Park,outdoor,3,2,8,9,4,9,CINPHI20240402N
DET,NYM,2024-04-04,16:10,D,Citi Field,outdoor,0,0,9,6,6,3,DETNYM20240404D
TOR,HOU,2024-04-03,00:10,N,Minute Maid Park,retractable,1,0,8,8,2,1,TORHOU20240403N
BOS,OAK,2024-04-03,01:40,N,Oakland Coliseum,outdoor,0,0,12,7,5,4,BOSOAK20240403N
MIN,MIL,2024-04-02,20:10,D,American Family Field,retractable,0,1,3,7,2,3,MINMIL20240402D
CLE,SEA,2024-04-03,01:40,N,T-Mobile Park,retractable,1,2,12,9,5,2,CLESEA20240403N
TEX,TB,2024-04-02,22:50,N,Tropicana Field,indoor,1,0,7,7,2,5,TEXTB20240402N
KC,BAL,2024-04-02,22:35,N,Oriole Park at Camden Yards,outdoor,0,0,8,3,4,1,KCBAL20240402N
BOS,OAK,2024-04-03,19:37,D,Oakland Coliseum,outdoor,2,0,10,8,1,0,BOSOAK20240403D
SF,LAD,2024-04-04,02:10,N,Dodger Stadium,outdoor,0,0,5,9,4,5,SFLAD20240404N
STL,SD,2024-04-03,20:10,D,PETCO Park,outdoor,0,1,6,7,2,3,STLSD20240403D
CIN,PHI,2024-04-03,20:05,D,Citizens Bank Park,outdoor,0,1,7,6,4,1,CINPHI20240403D
KC,BAL,2024-04-03,17:05,D,Oriole Park at Camden Yards,outdoor,0,0,10,6,3,4,KCBAL20240403D
MIN,MIL,2024-04-03,17:10,D,American Family Field,retractable,0,0,11,7,7,3,MINMIL20240403D
ATL,CWS,2024-06-27,20:10,D,Guaranteed Rate Field,outdoor,0,0,0,0,0,0,ATLCWS20240627D
TOR,HOU,2024-04-04,00:10,N,Minute Maid Park,retractable,0,0,1,15,0,8,TORHOU20240404N
PIT,WSH,2024-04-03,22:45,N,Nationals Park,outdoor,1,1,4,10,3,5,PITWSH20240403N
TEX,TB,2024-04-03,17:10,D,Tropicana Field,indoor,0,0,10,8,4,1,TEXTB20240403D
COL,CHC,2024-04-03,23:40,N,Wrigley Field,outdoor,1,2,11,10,8,9,COLCHC20240403N
DET,NYM,2024-04-04,20:20,D,Citi Field,outdoor,0,1,5,3,1,2,DETNYM20240404D
CLE,SEA,2024-04-03,20:10,D,T-Mobile Park,retractable,0,0,11,5,8,0,CLESEA20240403D
LAA,MIA,2024-04-03,17:10,D,loanDepot park,retractable,0,1,12,4,10,2,LAAMIA20240403D
NYY,AZ,2024-04-03,19:40,D,Chase Field,retractable,1,1,8,9,6,5,NYYAZ20240403D
DET,NYM,2024-04-04,20:20,D,Citi Field,outdoor,0,1,5,3,1,2,DETNYM20240404D
CLE,MIN,2024-04-04,20:10,D,Target Field,outdoor,1,1,7,7,4,2,CLEMIN20240404D
PIT,WSH,2024-04-04,20:05,D,Nationals Park,outdoor,1,0,11,8,7,4,PITWSH20240404D
MIA,STL,2024-04-04,20:15,D,Busch Stadium,outdoor,2,0,9,10,5,8,MIASTL20240404D
DET,NYM,2024-04-04,16:10,D,Citi Field,outdoor,0,0,9,6,6,3,DETNYM20240404D
CWS,KC,2024-04-04,23:40,N,Kauffman Stadium,outdoor,1,1,8,10,1,10,CWSKC20240404N
BOS,LAA,2024-04-06,01:38,N,Angel Stadium,outdoor,3,0,9,6,8,6,BOSLAA20240406N
SD,SF,2024-04-05,20:35,D,Oracle Park,outdoor,0,1,6,5,2,3,SDSF20240405D
SEA,MIL,2024-04-06,00:10,N,American Family Field,retractable,0,0,8,8,5,6,SEAMIL20240406N
TB,COL,2024-04-05,20:10,D,Coors Field,outdoor,0,1,13,12,7,10,TBCOL20240405D
NYM,CIN,2024-04-05,22:40,N,Great American Ball Park,outdoor,2,1,4,7,3,2,NYMCIN20240405N
BAL,PIT,2024-04-05,20:12,D,PNC Park,outdoor,0,0,12,6,5,2,BALPIT20240405D
HOU,TEX,2024-04-06,00:05,N,Globe Life Field,retractable,0,1,3,16,2,10,HOUTEX20240406N
CWS,KC,2024-04-05,23:40,N,Kauffman Stadium,outdoor,0,0,4,7,1,2,CWSKC20240405N
LAD,CHC,2024-04-05,18:20,D,Wrigley Field,outdoor,0,0,12,9,7,9,LADCHC20240405D
OAK,DET,2024-04-05,17:10,D,Comerica Park,outdoor,1,0,5,8,4,5,OAKDET20240405D
AZ,ATL,2024-04-05,23:20,N,Truist Park,outdoor,2,0,9,12,5,6,AZATL20240405N
TOR,NYY,2024-04-05,17:05,D,Yankee Stadium,outdoor,0,1,7,6,3,0,TORNYY20240405D
PHI,WSH,2024-04-05,22:45,N,Nationals Park,outdoor,0,1,9,2,4,0,PHIWSH20240405N
SEA,MIL,2024-04-06,23:10,N,American Family Field,retractable,0,0,10,5,5,3,SEAMIL20240406N
CWS,KC,2024-04-06,23:10,N,Kauffman Stadium,outdoor,0,0,3,10,0,3,CWSKC20240406N
SD,SF,2024-04-07,01:05,N,Oracle Park,outdoor,0,0,5,4,4,0,SDSF20240407N
CLE,MIN,2024-04-06,18:10,D,Target Field,outdoor,1,0,7,2,3,1,CLEMIN20240406D
AZ,ATL,2024-04-06,23:20,N,Truist Park,outdoor,2,1,12,15,8,9,AZATL20240406N
NYM,CIN,2024-04-06,20:10,D,Great American Ball Park,outdoor,2,1,11,8,6,9,NYMCIN20240406D
PHI,WSH,2024-04-06,20:05,D,Nationals Park,outdoor,1,0,9,4,5,2,PHIWSH20240406D
TOR,NYY,2024-04-06,23:05,N,Yankee Stadium,outdoor,1,0,12,10,8,9,TORNYY20240406N
LAD,CHC,2024-04-06,20:05,D,Wrigley Field,outdoor,1,1,9,7,4,1,LADCHC20240406D
BAL,PIT,2024-04-06,20:05,D,PNC Park,outdoor,0,1,4,11,4,5,BALPIT20240406D
BOS,LAA,2024-04-07,01:38,N,Angel Stadium,outdoor,1,0,3,6,1,2,BOSLAA20240407N
MIA,STL,2024-04-06,18:15,D,Busch Stadium,outdoor,2,0,8,8,1,3,MIASTL20240406D
OAK,DET,2024-04-06,17:10,D,Comerica Park,outdoor,1,0,5,5,4,0,OAKDET20240406D
HOU,TEX,2024-04-06,23:05,N,Globe Life Field,retractable,0,1,8,15,2,7,HOUTEX20240406N
TB,COL,2024-04-07,00:10,N,Coors Field,outdoor,0,0,9,11,8,6,TBCOL20240407N
TB,COL,2024-04-07,19:10,D,Coors Field,outdoor,0,0,8,7,3,2,TBCOL20240407D
MIA,STL,2024-04-07,18:15,D,Busch Stadium,outdoor,0,2,13,5,10,3,MIASTL20240407D
HOU,TEX,2024-04-07,23:10,N,Globe Life Field,retractable,0,0,4,2,3,1,HOUTEX20240407N
SEA,MIL,2024-04-07,18:10,D,American Family Field,retractable,0,1,8,14,4,12,SEAMIL20240407D
OAK,DET,2024-04-07,17:40,D,Comerica Park,outdoor,0,0,14,7,7,1,OAKDET20240407D
PHI,WSH,2024-04-07,17:35,D,Nationals Park,outdoor,1,0,5,8,2,3,PHIWSH20240407D
NYM,CIN,2024-04-07,17:40,D,Great American Ball Park,outdoor,0,1,9,3,3,1,NYMCIN20240407D
AZ,ATL,2024-04-07,17:35,D,Truist Park,outdoor,1,0,5,7,2,5,AZATL20240407D
CLE,MIN,2024-08-09,18:10,D,Target Field,outdoor,0,0,0,0,0,0,CLEMIN20240809D
LAD,CHC,2024-04-07,18:20,D,Wrigley Field,outdoor,1,0,4,9,1,8,LADCHC20240407D
BOS,LAA,2024-04-07,20:07,D,Angel Stadium,outdoor,0,0,12,8,12,2,BOSLAA20240407D
CWS,KC,2024-04-07,18:10,D,Kauffman Stadium,outdoor,3,1,12,5,3,5,CWSKC20240407D
SD,SF,2024-04-07,20:05,D,Oracle Park,outdoor,2,0,11,6,2,3,SDSF20240407D
BAL,PIT,2024-04-07,17:35,D,PNC Park,outdoor,2,2,6,7,2,3,BALPIT20240407D
TOR,NYY,2024-04-07,17:35,D,Yankee Stadium,outdoor,0,2,5,8,3,8,TORNYY20240407D
NYM,ATL,2024-04-08,23:20,N,Truist Park,outdoor,0,0,11,12,8,7,NYMATL20240408N
DET,PIT,2024-04-08,22:40,N,PNC Park,outdoor,1,1,9,12,4,7,DETPIT20240408N
TB,LAA,2024-04-09,01:38,N,Angel Stadium,outdoor,0,0,8,14,1,7,TBLAA20240409N
CWS,CLE,2024-04-08,21:10,N,Progressive Field,outdoor,3,0,4,10,0,4,CWSCLE20240408N
MIA,NYY,2024-04-08,22:05,D,Yankee Stadium,outdoor,0,0,2,9,0,7,MIANYY20240408D
WSH,SF,2024-04-09,01:45,N,Oracle Park,outdoor,1,1,10,6,8,1,WSHSF20240409N
LAD,MIN,2024-04-08,23:40,N,Target Field,outdoor,0,0,10,3,4,2,LADMIN20240408N
SEA,TOR,2024-04-08,23:07,N,Rogers Centre,retractable,1,0,7,11,2,5,SEATOR20240408N
HOU,TEX,2024-04-09,00:05,N,Globe Life Field,retractable,0,0,11,8,10,5,HOUTEX20240409N
PHI,STL,2024-04-08,23:45,N,Busch Stadium,outdoor,0,1,10,6,5,3,PHISTL20240408N
AZ,COL,2024-04-09,00:40,N,Coors Field,outdoor,0,1,7,13,5,7,AZCOL20240409N
MIL,CIN,2024-04-08,22:40,N,Great American Ball Park,outdoor,3,1,12,10,8,10,MILCIN20240408N
CHC,SD,2024-04-09,01:40,N,PETCO Park,outdoor,1,0,8,9,8,9,CHCSD20240409N
WSH,SF,2024-04-10,01:45,N,Oracle Park,outdoor,1,0,8,10,5,3,WSHSF20240410N
SEA,TOR,2024-04-09,23:07,N,Rogers Centre,retractable,2,0,6,11,3,5,SEATOR20240409N
CHC,SD,2024-04-10,02:05,N,PETCO Park,outdoor,0,0,9,4,5,1,CHCSD20240410N
MIA,NYY,2024-04-09,23:05,N,Yankee Stadium,outdoor,2,1,5,7,2,3,MIANYY20240409N
CWS,CLE,2024-04-09,22:10,N,Progressive Field,outdoor,0,0,12,8,7,5,CWSCLE20240409N
NYM,ATL,2024-04-09,23:20,N,Truist Park,outdoor,1,1,12,11,5,6,NYMATL20240409N
MIL,CIN,2024-04-09,22:40,N,Great American Ball Park,outdoor,1,1,13,10,9,5,MILCIN20240409N
DET,PIT,2024-04-09,16:35,D,PNC Park,outdoor,0,1,9,8,5,3,DETPIT20240409D
LAD,MIN,2024-04-09,23:40,N,Target Field,outdoor,0,0,9,6,6,3,LADMIN20240409N
AZ,COL,2024-04-10,00:40,N,Coors Field,outdoor,0,0,9,8,3,2,AZCOL20240410N
TB,LAA,2024-04-10,01:38,N,Angel Stadium,outdoor,1,1,11,7,6,4,TBLAA20240410N
HOU,KC,2024-04-09,23:40,N,Kauffman Stadium,outdoor,1,1,13,7,3,4,HOUKC20240409N
OAK,TEX,2024-04-10,00:05,N,Globe Life Field,retractable,0,0,5,7,4,3,OAKTEX20240410N
PHI,STL,2024-04-09,23:45,N,Busch Stadium,outdoor,0,0,8,7,0,3,PHISTL20240409N
BAL,BOS,2024-04-09,18:10,D,Fenway Park,outdoor,0,2,13,2,7,1,BALBOS20240409D
BAL,BOS,2024-04-10,23:10,N,Fenway Park,outdoor,0,2,9,8,7,5,BALBOS20240410N
MIL,CIN,2024-04-10,22:40,N,Great American Ball Park,outdoor,0,1,6,4,7,2,MILCIN20240410N
